"Repository","Code Module","Maintainability Index","Total Lines of Code","Comment-to-SLOC Ratio","Logical Lines of Code","Single Line Comments (Only #)","Source Lines of Code","Multi-Line Strings","Comments","Blank Lines"
"django","django.contrib.admindocs.urls.py","100","50","0.00%","3","0","49","0","0","1"
"django","django.contrib.admindocs.views.py","35","417","8.66%","250","29","323","17","28","48"
"django","django.contrib.admindocs.middleware.py","90","30","0.00%","13","0","18","9","0","3"
"django","django.contrib.flatpages.models.py","72","40","2.94%","22","1","34","0","1","5"
"django","django.contrib.flatpages.forms.py","55","58","0.00%","29","0","50","0","0","8"
"django","django.contrib.flatpages.apps.py","100","7","0.00%","5","0","5","0","0","2"
"django","django.contrib.flatpages.__init__.py","100","1","0.00%","1","0","1","0","0","0"
"django","django.contrib.flatpages.urls.py","100","6","0.00%","3","0","5","0","0","1"
"django","django.contrib.flatpages.admin.py","100","19","0.00%","12","0","17","0","0","2"
"django","django.contrib.flatpages.views.py","80","70","36.11%","39","13","36","12","13","9"
"django","django.contrib.flatpages.sitemaps.py","76","12","0.00%","10","0","10","0","0","2"
"django","django.contrib.flatpages.middleware.py","91","20","18.75%","16","2","16","0","3","2"
"django","django.contrib.flatpages.templatetags.__init__.py","100","0","NA","0","0","0","0","0","0"
"django","django.contrib.flatpages.templatetags.flatpages.py","73","99","12.50%","55","7","56","19","7","17"
"django","django.contrib.flatpages.migrations.__init__.py","100","0","NA","0","0","0","0","0","0"
"django","django.contrib.flatpages.migrations.0001_initial.py","100","39","0.00%","5","0","35","0","0","4"
"django","django.contrib.messages.constants.py","100","21","0.00%","9","0","19","0","0","2"
"django","django.contrib.messages.utils.py","100","12","0.00%","5","0","7","3","0","2"
"django","django.contrib.messages.apps.py","100","7","0.00%","5","0","5","0","0","2"
"django","django.contrib.messages.__init__.py","100","4","66.66%","3","0","3","0","2","1"
"django","django.contrib.messages.context_processors.py","100","13","0.00%","6","0","7","4","0","2"
"django","django.contrib.messages.api.py","81","96","0.00%","44","5","51","17","0","23"
"django","django.contrib.messages.views.py","97","18","0.00%","12","0","11","3","0","4"
"django","django.contrib.messages.middleware.py","98","26","16.66%","14","2","12","7","2","5"
"django","django.contrib.messages.storage.fallback.py","86","54","16.66%","32","5","30","13","5","6"
"django","django.contrib.messages.storage.base.py","65","170","2.56%","88","2","78","57","2","33"
"django","django.contrib.messages.storage.__init__.py","100","12","0.00%","5","0","4","5","0","3"
"django","django.contrib.messages.storage.session.py","85","48","0.00%","27","0","29","11","0","8"
"django","django.contrib.messages.storage.cookie.py","64","166","14.13%","96","12","92","41","13","21"
"django","django.contrib.syndication.apps.py","100","7","0.00%","5","0","5","0","0","2"
"django","django.contrib.syndication.__init__.py","100","1","0.00%","1","0","1","0","0","0"
"django","django.contrib.syndication.views.py","55","218","4.84%","122","7","165","18","8","28"
"django","django.contrib.sessions.models.py","100","35","0.00%","12","0","13","14","0","8"
"django","django.contrib.sessions.base_session.py","100","47","3.33%","32","0","30","7","1","10"
"django","django.contrib.sessions.serializers.py","100","18","0.00%","9","0","8","4","0","6"
"django","django.contrib.sessions.apps.py","100","7","0.00%","5","0","5","0","0","2"
"django","django.contrib.sessions.__init__.py","100","1","0.00%","1","0","1","0","0","0"
"django","django.contrib.sessions.exceptions.py","100","11","0.00%","7","2","5","0","0","4"
"django","django.contrib.sessions.middleware.py","68","74","6.66%","45","4","60","5","4","5"
"django","django.contrib.sessions.backends.cached_db.py","74","65","4.87%","44","2","41","10","2","12"
"django","django.contrib.sessions.backends.base.py","50","349","8.24%","213","17","194","79","16","59"
"django","django.contrib.sessions.backends.db.py","68","109","6.41%","72","5","78","13","5","13"
"django","django.contrib.sessions.backends.__init__.py","100","0","NA","0","0","0","0","0","0"
"django","django.contrib.sessions.backends.file.py","58","202","23.88%","132","32","134","12","32","24"
"django","django.contrib.sessions.backends.cache.py","66","81","11.66%","55","7","60","3","7","11"
"django","django.contrib.sessions.backends.signed_cookies.py","100","82","7.89%","35","2","38","32","3","10"
"django","django.contrib.sessions.migrations.__init__.py","100","0","NA","0","0","0","0","0","0"
"django","django.contrib.sessions.migrations.0001_initial.py","100","30","0.00%","6","0","26","0","0","4"
"django","django.contrib.sites.models.py","68","121","2.40%","74","3","83","13","2","22"
"django","django.contrib.sites.apps.py","100","13","0.00%","9","0","9","0","0","4"
"django","django.contrib.sites.__init__.py","100","1","0.00%","1","0","1","0","0","0"
"django","django.contrib.sites.management.py","88","38","31.81%","23","7","22","3","7","6"
"django","django.contrib.sites.managers.py","52","60","0.00%","36","2","47","0","0","11"
"django","django.contrib.sites.admin.py","100","8","0.00%","6","0","6","0","0","2"
"django","django.contrib.sites.requests.py","100","19","0.00%","10","0","9","6","0","4"
"django","django.contrib.sites.shortcuts.py","100","16","25.00%","9","2","8","4","2","2"
"django","django.contrib.sites.middleware.py","100","12","0.00%","6","0","5","3","0","4"
"django","django.contrib.sites.migrations.0002_alter_domain_unique.py","100","20","0.00%","5","0","16","0","0","4"
"django","django.contrib.sites.migrations.__init__.py","100","0","NA","0","0","0","0","0","0"
"django","django.contrib.sites.migrations.0001_initial.py","100","31","0.00%","7","0","27","0","0","4"
"django","django.contrib.sitemaps.apps.py","100","7","0.00%","5","0","5","0","0","2"
"django","django.contrib.sitemaps.__init__.py","54","162","8.54%","110","9","117","6","10","30"
"django","django.contrib.sitemaps.views.py","58","92","8.10%","68","5","74","0","6","13"
"django","django.dispatch.__init__.py","100","9","100.00%","2","0","1","5","1","3"
"django","django.dispatch.dispatcher.py","56","292","17.60%","127","22","125","90","22","55"
"django","django.core.validators.py","27","538","9.70%","305","22","412","12","40","92"
"django","django.core.__init__.py","100","0","NA","0","0","0","0","0","0"
"django","django.core.signals.py","100","6","0.00%","5","0","5","0","0","1"
"django","django.core.signing.py","65","198","8.69%","97","9","92","49","8","48"
"django","django.core.exceptions.py","65","183","3.12%","116","19","96","19","3","49"
"django","django.core.wsgi.py","100","13","0.00%","6","0","5","5","0","3"
"django","django.core.paginator.py","56","187","6.89%","117","11","116","24","8","36"
"django","django.core.servers.__init__.py","100","0","NA","0","0","0","0","0","0"
"django","django.core.servers.basehttp.py","61","195","16.80%","115","21","119","16","20","39"
"django","django.core.cache.utils.py","70","12","0.00%","9","0","9","0","0","3"
"django","django.core.cache.__init__.py","73","124","7.24%","63","5","69","20","5","30"
"django","django.core.cache.backends.locmem.py","47","120","1.98%","102","3","101","0","2","16"
"django","django.core.cache.backends.base.py","56","283","7.87%","144","13","127","96","10","47"
"django","django.core.cache.backends.db.py","45","262","6.97%","157","13","215","3","15","31"
"django","django.core.cache.backends.__init__.py","100","0","NA","0","0","0","0","0","0"
"django","django.core.cache.backends.dummy.py","100","38","0.00%","28","1","27","0","0","10"
"django","django.core.cache.backends.memcached.py","57","189","24.57%","125","31","118","7","29","33"
"django","django.core.cache.backends.filebased.py","57","164","6.50%","126","3","123","19","8","19"
"django","django.core.mail.utils.py","100","20","22.22%","10","2","9","3","2","6"
"django","django.core.mail.__init__.py","80","116","6.06%","38","6","66","26","4","18"
"django","django.core.mail.message.py","41","454","12.11%","282","34","289","68","35","63"
"django","django.core.mail.backends.locmem.py","94","30","7.14%","17","1","14","9","1","6"
"django","django.core.mail.backends.base.py","100","59","0.00%","23","2","18","25","0","14"
"django","django.core.mail.backends.__init__.py","100","1","NA","0","1","0","0","1","0"
"django","django.core.mail.backends.dummy.py","100","10","0.00%","5","0","4","3","0","3"
"django","django.core.mail.backends.console.py","73","42","3.03%","35","1","33","3","1","5"
"django","django.core.mail.backends.smtp.py","58","131","10.41%","96","13","96","12","10","10"
"django","django.core.mail.backends.filebased.py","65","70","13.20%","49","9","53","0","7","8"
"django","django.core.files.base.py","56","160","8.73%","109","11","103","13","9","33"
"django","django.core.files.temp.py","86","74","8.82%","36","3","34","21","3","16"
"django","django.core.files.uploadedfile.py","73","117","11.66%","66","8","60","24","7","25"
"django","django.core.files.utils.py","74","52","0.00%","53","0","38","7","0","7"
"django","django.core.files.__init__.py","100","3","0.00%","2","0","2","0","0","1"
"django","django.core.files.images.py","80","80","16.00%","53","8","50","13","8","9"
"django","django.core.files.storage.py","49","364","18.62%","217","40","204","63","38","57"
"django","django.core.files.move.py","76","87","31.11%","45","14","45","12","14","16"
"django","django.core.files.locks.py","77","113","18.84%","62","9","69","14","13","21"
"django","django.core.files.uploadhandler.py","70","205","3.44%","92","4","87","76","3","38"
"django","django.core.checks.caches.py","71","16","0.00%","9","0","12","0","0","4"
"django","django.core.checks.database.py","100","11","0.00%","8","0","8","0","0","3"
"django","django.core.checks.model_checks.py","67","154","12.50%","75","13","104","16","13","21"
"django","django.core.checks.__init__.py","100","23","47.36%","11","1","19","0","9","3"
"django","django.core.checks.urls.py","66","110","0.00%","63","0","77","14","0","19"
"django","django.core.checks.registry.py","74","96","3.50%","56","2","57","19","2","18"
"django","django.core.checks.templates.py","62","35","0.00%","18","0","28","0","0","7"
"django","django.core.checks.messages.py","60","75","5.66%","48","3","53","0","3","19"
"django","django.core.checks.security.base.py","38","210","0.00%","68","0","168","0","0","42"
"django","django.core.checks.security.__init__.py","100","0","NA","0","0","0","0","0","0"
"django","django.core.checks.security.sessions.py","51","97","0.00%","38","0","76","0","0","21"
"django","django.core.checks.security.csrf.py","64","40","0.00%","14","0","31","0","0","9"
"django","django.core.checks.compatibility.__init__.py","100","0","NA","0","0","0","0","0","0"
"django","django.core.handlers.base.py","59","169","10.52%","105","11","114","13","12","31"
"django","django.core.handlers.__init__.py","100","0","NA","0","0","0","0","0","0"
"django","django.core.handlers.exception.py","73","129","8.13%","69","7","86","14","7","22"
"django","django.core.handlers.wsgi.py","53","214","12.50%","150","19","144","15","18","36"
"django","django.core.serializers.base.py","52","283","8.86%","172","19","158","57","14","49"
"django","django.core.serializers.pyyaml.py","79","77","17.77%","46","10","45","4","8","18"
"django","django.core.serializers.__init__.py","61","234","15.70%","118","20","121","47","19","46"
"django","django.core.serializers.json.py","63","104","5.12%","83","6","78","7","4","13"
"django","django.core.serializers.python.py","60","148","10.10%","101","10","99","13","10","26"
"django","django.core.serializers.xml_serializer.py","45","384","11.33%","256","38","247","42","28","57"
"django","django.core.management.base.py","42","537","4.40%","258","12","295","153","13","77"
"django","django.core.management.utils.py","72","108","4.61%","65","3","65","23","3","17"
"django","django.core.management.__init__.py","48","381","22.68%","210","48","216","68","49","49"
"django","django.core.management.color.py","80","73","19.35%","36","6","31","17","6","19"
"django","django.core.management.sql.py","78","52","5.26%","25","2","38","5","2","7"
"django","django.core.management.templates.py","42","334","6.69%","214","16","254","28","17","36"
"django","django.db.utils.py","46","308","5.18%","195","12","212","26","11","58"
"django","django.db.__init__.py","92","65","23.52%","25","8","34","5","8","18"
"django","django.db.transaction.py","61","289","33.33%","143","50","132","52","44","55"
"django","django.db.models.constants.py","100","6","100.00%","2","1","1","3","1","1"
"django","django.db.models.expressions.py","0","1321","4.69%","848","50","895","114","42","262"
"django","django.db.models.base.py","0","1756","16.03%","923","205","1241","91","199","219"
"django","django.db.models.indexes.py","61","118","8.23%","76","8","85","10","7","15"
"django","django.db.models.utils.py","93","21","0.00%","14","0","16","5","0","0"
"django","django.db.models.query_utils.py","46","338","9.85%","207","22","203","63","20","50"
"django","django.db.models.aggregates.py","42","185","2.85%","137","4","140","3","4","38"
"django","django.db.models.deletion.py","48","317","16.66%","174","30","204","39","34","44"
"django","django.db.models.__init__.py","82","46","14.28%","20","1","42","0","6","3"
"django","django.db.models.signals.py","84","53","2.85%","27","1","35","4","1","13"
"django","django.db.models.query.py","0","1841","16.47%","1149","205","1159","251","191","226"
"django","django.db.models.lookups.py","29","556","10.00%","379","37","390","16","39","113"
"django","django.db.models.options.py","23","827","22.94%","460","118","510","106","117","93"
"django","django.db.models.manager.py","60","201","22.13%","105","20","131","13","29","37"
"django","django.db.models.fields.reverse_related.py","58","287","10.32%","136","17","155","60","16","55"
"django","django.db.models.fields.__init__.py","0","2338","7.63%","1343","136","1742","137","133","323"
"django","django.db.models.fields.related.py","0","1642","9.14%","775","112","1214","112","111","204"
"django","django.db.models.fields.files.py","43","466","31.13%","241","84","273","30","85","79"
"django","django.db.models.fields.proxy.py","100","18","0.00%","8","0","6","8","0","4"
"django","django.db.models.fields.related_descriptors.py","32","1144","18.06%","579","123","692","148","125","181"
"django","django.db.models.fields.related_lookups.py","60","154","21.15%","92","22","104","0","22","28"
"django","django.db.models.fields.mixins.py","63","26","0.00%","19","1","18","0","0","7"
"django","django.db.models.functions.text.py","56","237","3.62%","138","6","138","30","5","63"
"django","django.db.models.functions.datetime.py","46","294","9.09%","179","19","198","8","18","69"
"django","django.db.models.functions.window.py","40","118","0.00%","79","0","88","0","0","30"
"django","django.db.models.functions.__init__.py","100","33","12.50%","5","0","32","0","4","1"
"django","django.db.models.functions.comparison.py","76","91","12.76%","52","11","47","12","6","21"
"django","django.db.models.sql.constants.py","100","27","38.46%","12","5","13","3","5","6"
"django","django.db.models.sql.subqueries.py","60","193","5.17%","122","8","116","40","6","29"
"django","django.db.models.sql.__init__.py","100","6","40.00%","5","0","5","0","2","1"
"django","django.db.models.sql.query.py","0","2227","26.22%","1246","350","1304","357","342","216"
"django","django.db.models.sql.compiler.py","0","1469","16.22%","884","166","1017","162","165","124"
"django","django.db.models.sql.datastructures.py","65","170","13.86%","83","13","101","35","14","21"
"django","django.db.models.sql.where.py","53","228","10.27%","151","16","146","33","15","33"
"django","django.db.backends.utils.py","50","256","13.06%","171","17","176","20","23","43"
"django","django.db.backends.__init__.py","100","0","NA","0","0","0","0","0","0"
"django","django.db.backends.signals.py","100","3","0.00%","2","0","2","0","0","1"
"django","django.db.backends.ddl_references.py","57","175","0.00%","104","6","103","22","0","44"
"django","django.db.backends.base.operations.py","34","672","4.62%","323","17","281","277","13","97"
"django","django.db.backends.base.base.py","38","658","17.03%","370","77","358","119","61","104"
"django","django.db.backends.base.creation.py","58","294","20.98%","140","34","162","60","34","38"
"django","django.db.backends.base.validation.py","87","25","21.05%","15","4","19","0","4","2"
"django","django.db.backends.base.introspection.py","66","179","4.76%","87","5","84","66","4","24"
"django","django.db.backends.base.__init__.py","100","0","NA","0","0","0","0","0","0"
"django","django.db.backends.base.schema.py","0","1063","20.02%","568","154","734","95","147","80"
"django","django.db.backends.base.client.py","100","12","50.00%","7","4","6","0","3","2"
"django","django.db.backends.base.features.py","74","289","78.81%","121","96","118","0","93","75"
"django","django.db.backends.oracle.operations.py","25","584","13.76%","335","59","436","17","60","72"
"django","django.db.backends.oracle.base.py","39","546","27.07%","291","87","362","33","98","64"
"django","django.db.backends.oracle.utils.py","100","56","0.00%","22","0","37","9","0","10"
"django","django.db.backends.oracle.creation.py","36","376","4.10%","242","11","292","36","12","37"
"django","django.db.backends.oracle.validation.py","68","22","0.00%","9","1","19","0","0","2"
"django","django.db.backends.oracle.introspection.py","56","252","4.67%","85","10","214","12","10","16"
"django","django.db.backends.oracle.__init__.py","100","0","NA","0","0","0","0","0","0"
"django","django.db.backends.oracle.compiler.py","80","60","14.28%","28","5","35","8","5","12"
"django","django.db.backends.oracle.schema.py","58","169","15.96%","100","20","119","14","19","16"
"django","django.db.backends.oracle.client.py","100","12","0.00%","8","0","8","0","0","4"
"django","django.db.backends.oracle.functions.py","69","22","0.00%","11","0","16","0","0","6"
"django","django.db.backends.oracle.features.py","66","66","5.08%","47","3","59","0","3","4"
"django","django.db.backends.postgresql.operations.py","46","275","15.02%","153","27","193","13","29","42"
"django","django.db.backends.postgresql.base.py","55","283","16.66%","139","28","216","8","36","31"
"django","django.db.backends.postgresql.utils.py","80","7","0.00%","5","0","5","0","0","2"
"django","django.db.backends.postgresql.creation.py","63","77","11.86%","50","7","59","0","7","11"
"django","django.db.backends.postgresql.introspection.py","60","215","4.34%","59","8","184","13","8","10"
"django","django.db.backends.postgresql.__init__.py","100","0","NA","0","0","0","0","0","0"
"django","django.db.backends.postgresql.schema.py","60","134","12.87%","55","14","101","4","13","15"
"django","django.db.backends.postgresql.client.py","70","71","11.32%","45","5","53","3","6","10"
"django","django.db.backends.postgresql.features.py","67","63","1.69%","45","0","59","0","1","4"
"django","django.db.backends.postgresql_psycopg2.operations.py","100","1","100.00%","1","0","1","0","1","0"
"django","django.db.backends.postgresql_psycopg2.base.py","100","1","100.00%","1","0","1","0","1","0"
"django","django.db.backends.postgresql_psycopg2.utils.py","100","1","100.00%","1","0","1","0","1","0"
"django","django.db.backends.postgresql_psycopg2.creation.py","100","1","100.00%","1","0","1","0","1","0"
"django","django.db.backends.postgresql_psycopg2.introspection.py","100","1","100.00%","1","0","1","0","1","0"
"django","django.db.backends.postgresql_psycopg2.__init__.py","100","9","0.00%","3","0","7","0","0","2"
"django","django.db.backends.postgresql_psycopg2.schema.py","100","1","100.00%","1","0","1","0","1","0"
"django","django.db.backends.postgresql_psycopg2.client.py","100","1","100.00%","1","0","1","0","1","0"
"django","django.db.backends.postgresql_psycopg2.features.py","100","1","100.00%","1","0","1","0","1","0"
"django","django.db.backends.mysql.operations.py","38","295","13.45%","193","26","223","5","30","41"
"django","django.db.backends.mysql.base.py","56","344","19.75%","163","37","243","25","48","39"
"django","django.db.backends.mysql.creation.py","59","67","5.35%","52","2","56","0","3","9"
"django","django.db.backends.mysql.validation.py","72","60","0.00%","24","0","49","6","0","5"
"django","django.db.backends.mysql.introspection.py","57","208","6.21%","97","11","161","20","10","16"
"django","django.db.backends.mysql.__init__.py","100","0","NA","0","0","0","0","0","0"
"django","django.db.backends.mysql.compiler.py","66","25","0.00%","15","0","15","0","0","10"
"django","django.db.backends.mysql.schema.py","68","101","9.52%","58","6","63","12","6","20"
"django","django.db.backends.mysql.client.py","55","48","2.43%","41","1","41","0","1","6"
"django","django.db.backends.mysql.features.py","58","108","4.59%","78","6","87","3","4","12"
"django","django.db.backends.dummy.base.py","100","73","11.36%","43","5","44","6","5","18"
"django","django.db.backends.dummy.__init__.py","100","0","NA","0","0","0","0","0","0"
"django","django.db.backends.dummy.features.py","100","5","0.00%","3","0","3","0","0","2"
"django","django.db.backends.sqlite3.operations.py","42","299","14.35%","193","30","209","14","30","46"
"django","django.db.backends.sqlite3.base.py","37","485","12.74%","278","39","353","28","45","65"
"django","django.db.backends.sqlite3.creation.py","58","98","5.26%","71","4","76","6","4","12"
"django","django.db.backends.sqlite3.introspection.py","55","283","19.28%","144","39","197","16","38","31"
"django","django.db.backends.sqlite3.__init__.py","100","0","NA","0","0","0","0","0","0"
"django","django.db.backends.sqlite3.schema.py","47","364","26.20%","192","65","248","22","65","29"
"django","django.db.backends.sqlite3.client.py","100","12","0.00%","7","0","8","0","0","4"
"django","django.db.backends.sqlite3.features.py","100","52","10.52%","39","4","38","6","4","4"
"django","django.db.migrations.loader.py","47","322","22.05%","184","46","204","50","45","22"
"django","django.db.migrations.utils.py","67","17","0.00%","11","0","11","0","0","6"
"django","django.db.migrations.__init__.py","100","2","100.00%","2","0","2","0","2","0"
"django","django.db.migrations.exceptions.py","62","54","0.00%","33","7","26","0","0","21"
"django","django.db.migrations.autodetector.py","0","1260","11.67%","662","109","959","119","112","73"
"django","django.db.migrations.questioner.py","46","238","8.09%","147","25","173","11","14","29"
"django","django.db.migrations.executor.py","44","369","21.51%","225","51","237","50","51","31"
"django","django.db.migrations.state.py","26","601","17.64%","376","77","425","30","75","69"
"django","django.db.migrations.topological_sort.py","89","32","5.88%","17","1","17","7","1","7"
"django","django.db.migrations.serializer.py","30","354","6.20%","258","16","274","0","17","64"
"django","django.db.migrations.optimizer.py","77","61","15.38%","31","5","26","24","4","6"
"django","django.db.migrations.migration.py","64","193","36.26%","89","34","91","38","33","30"
"django","django.db.migrations.recorder.py","78","80","11.36%","51","11","44","9","5","16"
"django","django.db.migrations.graph.py","43","382","10.33%","239","27","242","69","25","44"
"django","django.db.migrations.writer.py","43","296","8.55%","196","19","222","9","19","46"
"django","django.db.migrations.operations.special.py","53","203","10.56%","131","15","142","14","15","32"
"django","django.db.migrations.operations.base.py","70","141","13.20%","55","7","53","55","7","26"
"django","django.db.migrations.operations.models.py","7","825","3.96%","425","34","655","17","26","119"
"django","django.db.migrations.operations.utils.py","66","9","0.00%","7","0","9","0","0","0"
"django","django.db.migrations.operations.__init__.py","100","15","0.00%","4","0","14","0","0","1"
"django","django.db.migrations.operations.fields.py","30","369","5.00%","207","18","300","4","15","47"
"django","django.utils.timezone.py","61","281","15.78%","120","25","114","68","18","74"
"django","django.utils.text.py","47","433","12.70%","252","32","244","90","31","67"
"django","django.utils.dateparse.py","67","146","9.89%","61","10","91","21","9","24"
"django","django.utils.datetime_safe.py","67","105","22.22%","64","15","63","3","14","24"
"django","django.utils.six.py","25","882","9.07%","490","65","628","18","57","171"
"django","django.utils.tree.py","69","124","22.03%","63","18","59","28","13","19"
"django","django.utils.duration.py","51","44","0.00%","30","1","29","0","0","14"
"django","django.utils._os.py","83","68","24.24%","33","9","33","15","8","11"
"django","django.utils.encoding.py","61","269","29.03%","126","36","124","60","36","49"
"django","django.utils.__init__.py","100","0","NA","0","0","0","0","0","0"
"django","django.utils.html.py","51","399","13.36%","221","36","232","63","31","68"
"django","django.utils.dates.py","100","49","4.34%","14","1","46","0","2","2"
"django","django.utils.lorem_ipsum.py","78","114","4.16%","37","3","72","23","3","16"
"django","django.utils.timesince.py","70","91","9.09%","44","5","55","16","5","15"
"django","django.utils.hashable.py","100","19","21.42%","11","3","14","0","3","2"
"django","django.utils.archive.py","56","227","2.83%","140","4","141","44","4","38"
"django","django.utils.termcolors.py","67","215","11.40%","65","13","114","57","13","31"
"django","django.utils.deconstruct.py","85","55","8.57%","26","3","35","9","3","8"
"django","django.utils.decorators.py","68","176","23.23%","100","23","99","27","23","27"
"django","django.utils.deprecation.py","68","94","3.22%","54","2","62","8","2","22"
"django","django.utils.crypto.py","81","84","35.00%","38","16","40","13","14","15"
"django","django.utils.dateformat.py","40","367","10.19%","245","52","206","45","21","64"
"django","django.utils.version.py","69","104","13.11%","65","10","61","13","8","20"
"django","django.utils.xmlutils.py","86","34","15.00%","22","4","20","3","3","7"
"django","django.utils.cache.py","48","387","22.61%","204","47","199","78","45","63"
"django","django.utils.datastructures.py","55","282","3.16%","174","11","158","65","5","48"
"django","django.utils.numberformat.py","69","66","13.33%","49","6","45","11","6","4"
"django","django.utils.module_loading.py","75","98","28.00%","52","15","50","17","14","16"
"django","django.utils.functional.py","56","388","24.00%","210","48","200","69","48","71"
"django","django.utils.autoreload.py","47","323","21.26%","213","45","221","7","47","50"
"django","django.utils.baseconv.py","74","101","36.73%","51","18","49","18","18","16"
"django","django.utils.log.py","58","230","9.31%","106","14","161","18","15","37"
"django","django.utils.itercompat.py","100","8","0.00%","8","1","7","0","0","0"
"django","django.utils.safestring.py","100","86","0.00%","41","0","34","34","0","18"
"django","django.utils.http.py","46","446","11.61%","238","28","241","110","28","67"
"django","django.utils.lru_cache.py","100","5","400.00%","1","3","1","0","4","1"
"django","django.utils.jslex.py","67","220","14.28%","76","20","140","28","20","32"
"django","django.utils.ipv6.py","91","46","0.00%","21","0","20","15","0","11"
"django","django.utils.feedgenerator.py","42","391","5.38%","236","17","260","54","14","60"
"django","django.utils.formats.py","53","257","7.69%","145","11","169","41","13","36"
"django","django.utils.inspect.py","74","62","2.43%","31","1","41","8","1","12"
"django","django.utils.regex_helper.py","48","333","20.97%","211","46","205","52","43","30"
"django","django.utils.translation.template.py","41","227","3.98%","171","5","201","9","8","12"
"django","django.utils.translation.trans_real.py","43","516","8.19%","302","33","293","99","24","91"
"django","django.utils.translation.__init__.py","55","268","10.12%","150","18","158","13","16","79"
"django","django.utils.translation.trans_null.py","74","67","9.09%","33","3","33","0","3","31"
"django-rest-framework","rest_framework.permissions.py","60","276","8.16%","118","12","147","51","12","66"
"django-rest-framework","rest_framework.reverse.py","80","69","5.40%","39","2","37","16","2","14"
"django-rest-framework","rest_framework.validators.py","55","285","8.33%","159","14","168","53","14","50"
"django-rest-framework","rest_framework.routers.py","52","390","8.57%","179","14","245","62","21","69"
"django-rest-framework","rest_framework.serializers.py","0","1615","15.59%","722","150","994","208","155","263"
"django-rest-framework","rest_framework.documentation.py","69","84","0.00%","16","0","74","0","0","10"
"django-rest-framework","rest_framework.parsers.py","60","227","2.98%","140","4","134","53","4","36"
"django-rest-framework","rest_framework.apps.py","100","10","33.33%","6","1","6","0","2","3"
"django-rest-framework","rest_framework.__init__.py","100","25","33.33%","10","3","9","8","3","5"
"django-rest-framework","rest_framework.checks.py","86","21","5.55%","8","1","18","0","1","2"
"django-rest-framework","rest_framework.pagination.py","26","822","14.88%","437","78","544","63","81","137"
"django-rest-framework","rest_framework.negotiation.py","78","97","19.23%","47","10","52","20","10","15"
"django-rest-framework","rest_framework.metadata.py","69","153","6.00%","69","6","100","29","6","18"
"django-rest-framework","rest_framework.versioning.py","66","184","6.45%","89","6","93","47","6","38"
"django-rest-framework","rest_framework.relations.py","38","561","12.32%","302","42","349","65","43","105"
"django-rest-framework","rest_framework.authentication.py","62","228","9.34%","119","10","107","57","10","54"
"django-rest-framework","rest_framework.exceptions.py","55","261","4.87%","159","8","164","30","8","59"
"django-rest-framework","rest_framework.filters.py","47","317","8.40%","179","19","226","27","19","45"
"django-rest-framework","rest_framework.urls.py","100","23","0.00%","6","0","8","10","0","5"
"django-rest-framework","rest_framework.viewsets.py","66","229","29.29%","94","28","99","55","29","47"
"django-rest-framework","rest_framework.renderers.py","15","1050","7.17%","594","46","739","94","53","171"
"django-rest-framework","rest_framework.decorators.py","61","254","7.04%","124","10","142","34","10","68"
"django-rest-framework","rest_framework.fields.py","0","1935","7.69%","1137","97","1325","177","102","336"
"django-rest-framework","rest_framework.status.py","64","81","0.00%","63","0","62","6","0","13"
"django-rest-framework","rest_framework.compat.py","59","319","22.10%","184","33","190","24","42","72"
"django-rest-framework","rest_framework.views.py","48","507","9.43%","269","24","265","131","25","87"
"django-rest-framework","rest_framework.request.py","47","451","6.79%","267","18","265","97","18","71"
"django-rest-framework","rest_framework.generics.py","62","293","11.11%","127","15","135","84","15","59"
"django-rest-framework","rest_framework.mixins.py","83","97","3.70%","61","2","54","20","2","21"
"django-rest-framework","rest_framework.urlpatterns.py","64","119","7.79%","73","6","77","12","6","24"
"django-rest-framework","rest_framework.test.py","45","402","8.10%","243","20","259","35","21","88"
"django-rest-framework","rest_framework.response.py","73","105","0.00%","57","0","64","22","0","19"
"django-rest-framework","rest_framework.throttling.py","59","252","8.47%","129","9","118","74","10","51"
"django-rest-framework","rest_framework.settings.py","68","258","13.52%","72","7","170","33","23","48"
"django-rest-framework","rest_framework.templatetags.rest_framework.py","42","404","3.42%","253","8","263","57","9","76"
"django-rest-framework","rest_framework.templatetags.__init__.py","100","0","NA","0","0","0","0","0","0"
"django-rest-framework","rest_framework.authtoken.models.py","88","41","19.23%","24","5","26","3","5","7"
"django-rest-framework","rest_framework.authtoken.serializers.py","83","34","12.50%","20","3","24","0","3","7"
"django-rest-framework","rest_framework.authtoken.apps.py","100","7","0.00%","5","0","5","0","0","2"
"django-rest-framework","rest_framework.authtoken.__init__.py","100","1","0.00%","1","0","1","0","0","0"
"django-rest-framework","rest_framework.authtoken.admin.py","100","12","0.00%","7","0","7","0","0","5"
"electrum","electrum.gui.kivy.uix.combobox.py","75","93","1.49%","55","1","67","5","1","20"
"django-rest-framework","rest_framework.authtoken.views.py","59","50","0.00%","24","0","45","0","0","5"
"django-rest-framework","rest_framework.authtoken.migrations.__init__.py","100","0","NA","0","0","0","0","0","0"
"django-rest-framework","rest_framework.authtoken.migrations.0001_initial.py","100","26","5.00%","6","1","20","0","1","5"
"django-rest-framework","rest_framework.authtoken.migrations.0002_auto_20160226_1747.py","100","34","3.57%","7","1","28","0","1","5"
