"Repository","Code Module","Maintainability Index","Total Lines of Code","Comment-to-SLOC Ratio","Logical Lines of Code","Single Line Comments (Only #)","Source Lines of Code","Multi-Line Strings","Comments","Blank Lines"
"ansible","lib.ansible.modules.cloud.ovirt.ovirt_vmpool_facts.py","84","112","25.97%","26","20","77","0","20","15"
"ansible","lib.ansible.modules.cloud.ovirt.ovirt_quota_facts.py","77","132","21.05%","35","20","95","0","20","17"
"ansible","lib.ansible.modules.cloud.ovirt.ovirt_affinity_group.py","45","331","4.69%","90","13","277","5","13","36"
"ansible","lib.ansible.modules.cloud.ovirt.ovirt_datacenter_facts.py","73","97","6.49%","26","5","77","0","5","15"
"ansible","lib.ansible.modules.cloud.ovirt._ovirt_quotas_facts.py","77","132","21.05%","35","20","95","0","20","17"
"ansible","lib.ansible.modules.cloud.ovirt.ovirt_host_storage_facts.py","61","153","6.50%","46","8","123","0","8","22"
"ansible","lib.ansible.modules.cloud.ovirt._ovirt_quotas.py","54","297","5.66%","77","14","247","0","14","36"
"ansible","lib.ansible.modules.cloud.ovirt.ovirt_api_facts.py","75","89","5.71%","25","4","70","0","4","15"
"ansible","lib.ansible.modules.cloud.ovirt.ovirt_permission.py","44","313","2.23%","81","6","269","0","6","38"
"ansible","lib.ansible.modules.cloud.spotinst.__init__.py","100","0","NA","0","0","0","0","0","0"
"ansible","lib.ansible.modules.cloud.spotinst.spotinst_aws_elastigroup.py","11","1506","1.14%","409","14","1223","0","14","269"
"ansible","lib.ansible.modules.cloud.profitbricks.profitbricks_volume_attachments.py","52","264","4.73%","109","9","190","16","9","49"
"ansible","lib.ansible.modules.cloud.profitbricks.__init__.py","100","0","NA","0","0","0","0","0","0"
"ansible","lib.ansible.modules.cloud.profitbricks.profitbricks_datacenter.py","53","259","1.61%","98","3","186","16","3","54"
"ansible","lib.ansible.modules.cloud.profitbricks.profitbricks_nic.py","47","292","3.66%","129","8","218","14","8","52"
"ansible","lib.ansible.modules.cloud.profitbricks.profitbricks_volume.py","43","425","1.85%","169","6","323","24","6","72"
"ansible","lib.ansible.modules.cloud.profitbricks.profitbricks.py","34","645","3.06%","271","15","489","32","15","109"
"ansible","lib.ansible.modules.cloud.packet.packet_sshkey.py","45","267","4.12%","114","8","218","0","9","41"
"ansible","lib.ansible.modules.cloud.packet.__init__.py","100","0","NA","0","0","0","0","0","0"
"ansible","lib.ansible.modules.cloud.packet.packet_device.py","37","641","4.59%","206","21","479","30","22","111"
"ansible","lib.ansible.modules.cloud.univention.udm_share.py","51","549","0.95%","56","5","522","0","5","22"
"ansible","lib.ansible.modules.cloud.univention.__init__.py","100","0","NA","0","0","0","0","0","0"
"ansible","lib.ansible.modules.cloud.univention.udm_dns_zone.py","50","235","2.45%","77","6","204","0","5","25"
"ansible","lib.ansible.modules.cloud.univention.udm_dns_record.py","55","187","3.14%","59","5","159","0","5","23"
"ansible","lib.ansible.modules.cloud.univention.udm_group.py","56","171","3.44%","57","5","145","0","5","21"
"ansible","lib.ansible.modules.cloud.univention.udm_user.py","41","523","1.21%","93","6","493","0","6","24"
"ansible","lib.ansible.modules.cloud.dimensiondata.dimensiondata_network.py","51","295","5.12%","95","12","234","6","12","43"
"ansible","lib.ansible.modules.cloud.dimensiondata.__init__.py","100","0","NA","0","0","0","0","0","0"
"ansible","lib.ansible.modules.cloud.dimensiondata.dimensiondata_vlan.py","51","566","6.59%","158","26","394","56","26","90"
"ansible","lib.ansible.modules.cloud.lxd.lxd_container.py","26","603","1.70%","224","11","529","4","9","59"
"ansible","lib.ansible.modules.cloud.lxd.__init__.py","100","0","NA","0","0","0","0","0","0"
"ansible","lib.ansible.modules.cloud.lxd.lxd_profile.py","43","373","1.86%","116","8","321","4","6","40"
"ansible","lib.ansible.modules.cloud.digital_ocean.digital_ocean_volume_facts.py","69","142","4.50%","29","5","111","0","5","26"
"ansible","lib.ansible.modules.cloud.digital_ocean.digital_ocean_size_facts.py","72","115","5.68%","26","5","88","0","5","22"
"ansible","lib.ansible.modules.cloud.digital_ocean.digital_ocean_certificate.py","55","173","4.47%","61","6","134","0","6","33"
"ansible","lib.ansible.modules.cloud.digital_ocean.digital_ocean_load_balancer_facts.py","68","117","5.61%","35","5","89","0","5","23"
"ansible","lib.ansible.modules.cloud.digital_ocean.digital_ocean_domain.py","45","205","3.08%","104","5","162","0","5","38"
"ansible","lib.ansible.modules.cloud.digital_ocean.digital_ocean_region_facts.py","78","117","5.43%","25","5","92","0","5","20"
"ansible","lib.ansible.modules.cloud.digital_ocean.digital_ocean.py","35","483","4.60%","188","17","391","0","18","75"
"ansible","lib.ansible.modules.cloud.digital_ocean.digital_ocean_floating_ip_facts.py","64","120","5.20%","36","5","96","0","5","19"
"ansible","lib.ansible.modules.cloud.digital_ocean.__init__.py","100","0","NA","0","0","0","0","0","0"
"ansible","lib.ansible.modules.cloud.digital_ocean.digital_ocean_certificate_facts.py","68","115","5.74%","35","5","87","0","5","23"
"ansible","lib.ansible.modules.cloud.digital_ocean.digital_ocean_tag.py","53","209","5.81%","86","10","172","0","10","27"
"ansible","lib.ansible.modules.cloud.digital_ocean.digital_ocean_floating_ip.py","42","317","4.01%","136","9","249","0","10","59"
"ansible","lib.ansible.modules.cloud.digital_ocean.digital_ocean_snapshot_facts.py","61","162","3.87%","40","5","129","0","5","28"
"ansible","lib.ansible.modules.cloud.digital_ocean.digital_ocean_sshkey_facts.py","77","98","6.94%","23","5","72","0","5","21"
"ansible","lib.ansible.modules.cloud.digital_ocean.digital_ocean_tag_facts.py","68","117","5.61%","35","5","89","0","5","23"
"ansible","lib.ansible.modules.cloud.digital_ocean.digital_ocean_image_facts.py","65","150","4.20%","33","5","119","0","5","26"
"ansible","lib.ansible.modules.cloud.digital_ocean.digital_ocean_account_facts.py","75","83","8.62%","26","5","58","0","5","20"
"ansible","lib.ansible.modules.cloud.digital_ocean.digital_ocean_domain_facts.py","64","140","4.58%","41","5","109","0","5","26"
"ansible","lib.ansible.modules.cloud.digital_ocean.digital_ocean_sshkey.py","44","266","3.92%","118","7","204","0","8","55"
"ansible","lib.ansible.modules.cloud.digital_ocean.digital_ocean_block_storage.py","37","285","2.00%","147","5","250","0","5","30"
"ansible","lib.ansible.modules.cloud.oneandone.oneandone_monitoring_policy.py","32","1028","1.76%","312","15","849","43","15","121"
"ansible","lib.ansible.modules.cloud.oneandone.__init__.py","100","0","NA","0","0","0","0","0","0"
"ansible","lib.ansible.modules.cloud.oneandone.oneandone_load_balancer.py","39","676","2.93%","220","15","545","31","16","85"
"ansible","lib.ansible.modules.cloud.oneandone.oneandone_server.py","36","697","3.79%","238","19","554","34","21","90"
"ansible","lib.ansible.modules.cloud.oneandone.oneandone_public_ip.py","56","343","6.04%","112","15","248","21","15","59"
"ansible","lib.ansible.modules.cloud.oneandone.oneandone_private_network.py","46","453","4.29%","161","15","349","17","15","72"
"ansible","lib.ansible.modules.cloud.oneandone.oneandone_firewall_policy.py","44","576","3.58%","197","15","446","30","16","85"
"ansible","lib.ansible.modules.cloud.webfaction.webfaction_domain.py","69","167","11.11%","37","13","117","0","13","37"
"ansible","lib.ansible.modules.cloud.webfaction.__init__.py","100","0","NA","0","0","0","0","0","0"
"ansible","lib.ansible.modules.cloud.webfaction.webfaction_site.py","66","202","11.72%","42","16","145","0","17","41"
"ansible","lib.ansible.modules.cloud.webfaction.webfaction_db.py","69","193","14.07%","46","18","135","0","19","40"
"ansible","lib.ansible.modules.cloud.webfaction.webfaction_app.py","71","195","13.66%","39","19","139","0","19","37"
"ansible","lib.ansible.modules.cloud.webfaction.webfaction_mailbox.py","72","135","12.22%","33","11","90","0","11","34"
"ansible","lib.ansible.modules.cloud.docker._docker.py","100","21","75.00%","7","6","8","0","6","7"
"ansible","lib.ansible.modules.cloud.docker.docker_network.py","32","420","3.25%","188","10","338","6","11","66"
"ansible","lib.ansible.modules.cloud.docker.docker_container.py","0","2418","3.36%","1176","68","2082","75","70","193"
"ansible","lib.ansible.modules.cloud.docker.docker_login.py","53","331","5.76%","111","14","243","19","14","55"
"ansible","lib.ansible.modules.cloud.docker.docker_volume.py","45","270","3.36%","110","6","208","4","7","52"
"ansible","lib.ansible.modules.cloud.docker.__init__.py","100","0","NA","0","0","0","0","0","0"
"ansible","lib.ansible.modules.cloud.docker.docker_service.py","10","1073","1.61%","411","15","929","0","15","129"
"ansible","lib.ansible.modules.cloud.docker.docker_swarm.py","28","584","2.17%","241","11","505","0","11","68"
"ansible","lib.ansible.modules.cloud.docker.docker_swarm_service.py","8","1177","0.99%","461","11","1105","0","11","61"
"ansible","lib.ansible.modules.cloud.docker.docker_image.py","34","619","2.40%","241","12","498","37","12","72"
"ansible","lib.ansible.modules.cloud.docker.docker_secret.py","48","276","3.19%","97","11","219","0","7","46"
"ansible","lib.ansible.modules.cloud.docker.docker_image_facts.py","60","244","2.55%","58","5","196","4","5","39"
"ansible","lib.ansible.modules.cloud.rackspace.rax_clb.py","39","306","1.14%","112","3","263","0","3","40"
"ansible","lib.ansible.modules.cloud.rackspace.rax_mon_notification.py","50","173","2.18%","70","3","137","0","3","33"
"ansible","lib.ansible.modules.cloud.rackspace.rax_clb_nodes.py","44","274","4.31%","109","6","232","0","10","36"
"ansible","lib.ansible.modules.cloud.rackspace.rax_queue.py","53","142","2.70%","62","3","111","0","3","28"
"ansible","lib.ansible.modules.cloud.rackspace.rax.py","13","898","7.46%","415","54","750","0","56","94"
"ansible","lib.ansible.modules.cloud.rackspace.rax_scaling_group.py","30","428","3.32%","187","12","361","0","12","55"
"ansible","lib.ansible.modules.cloud.rackspace.__init__.py","100","0","NA","0","0","0","0","0","0"
"ansible","lib.ansible.modules.cloud.rackspace.rax_facts.py","53","143","2.63%","62","3","114","0","3","26"
"ansible","lib.ansible.modules.cloud.rackspace.rax_identity.py","66","105","3.79%","35","3","79","0","3","23"
"ansible","lib.ansible.modules.cloud.rackspace.rax_cbs_attachments.py","44","218","1.69%","89","3","177","0","3","38"
"ansible","lib.ansible.modules.cloud.rackspace.rax_dns_record.py","33","349","0.99%","153","4","302","0","3","43"
"ansible","lib.ansible.modules.cloud.rackspace.rax_clb_ssl.py","51","275","8.25%","100","18","218","0","18","39"
"ansible","lib.ansible.modules.cloud.rackspace.rax_cdb.py","42","256","1.95%","102","4","205","0","4","47"
"ansible","lib.ansible.modules.cloud.rackspace.rax_meta.py","50","173","2.83%","78","4","141","0","4","28"
"ansible","lib.ansible.modules.cloud.rackspace.rax_keypair.py","53","172","2.12%","63","3","141","0","3","28"
"ansible","lib.ansible.modules.cloud.rackspace.rax_cbs.py","49","225","2.64%","80","5","189","0","5","31"
"ansible","lib.ansible.modules.cloud.rackspace.rax_mon_alarm.py","46","223","2.16%","75","4","185","0","4","34"
"ansible","lib.ansible.modules.cloud.rackspace.rax_files.py","32","387","2.18%","168","8","321","0","7","58"
"ansible","lib.ansible.modules.cloud.rackspace.rax_cdb_database.py","54","169","3.10%","71","4","129","0","4","36"
"ansible","lib.ansible.modules.cloud.rackspace.rax_mon_entity.py","51","189","4.02%","72","6","149","0","6","34"
"ansible","lib.ansible.modules.cloud.rackspace.rax_files_objects.py","32","611","1.66%","279","8","481","25","8","97"
"ansible","lib.ansible.modules.cloud.rackspace.rax_mon_check.py","44","309","3.81%","89","10","262","0","10","37"
"ansible","lib.ansible.modules.cloud.rackspace.rax_network.py","56","138","2.75%","58","3","109","0","3","26"
"ansible","lib.ansible.modules.cloud.rackspace.rax_mon_notification_plan.py","49","178","2.08%","67","3","144","0","3","31"
"ansible","lib.ansible.modules.cloud.rackspace.rax_dns.py","49","172","2.11%","74","3","142","0","3","27"
"ansible","lib.ansible.modules.cloud.rackspace.rax_cdb_user.py","45","214","2.42%","97","4","165","0","4","45"
"ansible","lib.ansible.modules.cloud.rackspace.rax_scaling_policy.py","38","280","1.25%","109","3","240","0","3","37"
"ansible","lib.ansible.modules.cloud.opennebula.one_service.py","25","758","1.60%","314","8","561","28","9","161"
"ansible","lib.ansible.modules.cloud.opennebula.__init__.py","100","0","NA","0","0","0","0","0","0"
"ansible","lib.ansible.modules.cloud.opennebula.one_image_facts.py","52","292","2.33%","99","5","214","14","5","59"
"ansible","lib.ansible.modules.cloud.opennebula.one_vm.py","0","1458","3.72%","563","40","1129","28","42","261"
"ansible","lib.ansible.modules.cloud.opennebula.one_image.py","38","424","1.28%","169","4","312","14","4","94"
"ansible","lib.ansible.modules.cloud.opennebula.one_host.py","53","280","10.34%","116","18","203","10","21","49"
"ansible","lib.ansible.modules.cloud.vultr.vultr_block_storage.py","56","240","2.41%","62","5","207","0","5","28"
"ansible","lib.ansible.modules.cloud.vultr._vr_ssh_key.py","53","232","2.53%","76","5","197","0","5","30"
"ansible","lib.ansible.modules.cloud.vultr.vultr_server.py","20","874","2.69%","298","21","780","0","21","73"
"ansible","lib.ansible.modules.cloud.vultr.vultr_block_storage_facts.py","75","127","3.84%","28","4","104","0","4","19"
"ansible","lib.ansible.modules.cloud.vultr._vr_firewall_group.py","57","197","3.01%","60","5","166","0","5","26"
"ansible","lib.ansible.modules.cloud.vultr.vultr_ssh_key.py","53","232","2.53%","76","5","197","0","5","30"
"ansible","lib.ansible.modules.cloud.vultr._vr_dns_record.py","45","356","1.60%","88","5","312","0","5","39"
"ansible","lib.ansible.modules.cloud.vultr.vultr_server_facts.py","65","188","3.16%","38","5","158","0","5","25"
"ansible","lib.ansible.modules.cloud.vultr.vultr_startup_script.py","52","260","2.25%","75","5","222","0","5","33"
"ansible","lib.ansible.modules.cloud.vultr.vultr_account_facts.py","77","129","4.71%","26","5","106","0","5","18"
"ansible","lib.ansible.modules.cloud.vultr.vultr_firewall_rule.py","37","377","2.53%","129","7","316","0","8","54"
"ansible","lib.ansible.modules.cloud.vultr.__init__.py","100","0","NA","0","0","0","0","0","0"
"ansible","lib.ansible.modules.cloud.vultr.vultr_user.py","46","318","1.81%","92","5","276","0","5","37"
"ansible","lib.ansible.modules.cloud.vultr.vultr_region_facts.py","76","129","4.80%","28","5","104","0","5","20"
"ansible","lib.ansible.modules.cloud.vultr.vultr_startup_script_facts.py","72","128","4.90%","30","5","102","0","5","21"
"ansible","lib.ansible.modules.cloud.vultr.vultr_user_facts.py","76","118","4.16%","26","4","96","0","4","18"
"ansible","lib.ansible.modules.cloud.vultr._vr_dns_domain.py","57","197","3.01%","61","5","166","0","5","26"
"ansible","lib.ansible.modules.cloud.vultr._vr_startup_script.py","52","260","2.25%","75","5","222","0","5","33"
"ansible","lib.ansible.modules.cloud.vultr.vultr_firewall_group_facts.py","71","129","3.84%","30","4","104","0","4","21"
"ansible","lib.ansible.modules.cloud.vultr.vultr_dns_domain_facts.py","76","112","4.44%","26","4","90","0","4","18"
"ansible","lib.ansible.modules.cloud.vultr.vultr_firewall_group.py","57","197","3.01%","60","5","166","0","5","26"
"ansible","lib.ansible.modules.cloud.vultr.vultr_dns_domain.py","57","197","3.01%","61","5","166","0","5","26"
"ansible","lib.ansible.modules.cloud.vultr._vr_account_facts.py","77","129","4.71%","26","5","106","0","5","18"
"ansible","lib.ansible.modules.cloud.vultr.vultr_ssh_key_facts.py","73","124","5.10%","30","5","98","0","5","21"
"ansible","lib.ansible.modules.cloud.vultr.vultr_os_facts.py","76","123","5.10%","28","5","98","0","5","20"
"ansible","lib.ansible.modules.cloud.vultr._vr_user.py","46","318","1.81%","92","5","276","0","5","37"
"ansible","lib.ansible.modules.cloud.vultr.vultr_network_facts.py","73","135","3.66%","32","4","109","0","4","22"
"ansible","lib.ansible.modules.cloud.vultr.vultr_network.py","56","226","2.57%","62","5","194","0","5","27"
"ansible","lib.ansible.modules.cloud.vultr.vultr_dns_record.py","45","356","1.60%","88","5","312","0","5","39"
"ansible","lib.ansible.modules.cloud.vultr._vr_server.py","20","874","2.69%","298","21","780","0","21","73"
"ansible","lib.ansible.modules.cloud.vultr._vr_firewall_rule.py","37","377","2.53%","129","7","316","0","8","54"
"ansible","lib.ansible.modules.cloud.vultr.vultr_plan_facts.py","75","139","4.38%","28","5","114","0","5","20"
"ansible","lib.ansible.modules.cloud.softlayer.__init__.py","100","0","NA","0","0","0","0","0","0"
"ansible","lib.ansible.modules.cloud.softlayer.sl_vm.py","44","370","2.45%","91","7","326","0","8","37"
"ansible","lib.ansible.modules.cloud.centurylink.clc_group.py","48","512","2.09%","181","8","382","68","8","54"
"ansible","lib.ansible.modules.cloud.centurylink.clc_loadbalancer.py","39","928","1.38%","338","9","651","203","9","65"
"ansible","lib.ansible.modules.cloud.centurylink.__init__.py","100","0","NA","0","0","0","0","0","0"
"ansible","lib.ansible.modules.cloud.centurylink.clc_alert_policy.py","45","522","2.26%","208","9","397","68","9","48"
