ansible,lib.ansible.module_utils.facts.system.platform.py,95,57,18,61,0,18,16
ansible,lib.ansible.module_utils.facts.system.python.py,60,26,15,36,0,15,9
ansible,lib.ansible.module_utils.facts.system.date_time.py,59,34,17,34,0,17,8
ansible,lib.ansible.module_utils.facts.system.fips.py,37,14,17,14,0,17,6
ansible,lib.ansible.module_utils.facts.system.service_mgr.py,140,70,44,74,0,44,22
ansible,lib.ansible.module_utils.facts.other.__init__.py,0,0,0,0,0,0,0
ansible,lib.ansible.module_utils.facts.other.facter.py,85,40,22,42,0,22,21
ansible,lib.ansible.module_utils.facts.other.ohai.py,72,38,16,39,0,15,17
ansible,lib.ansible.module_utils.facts.hardware.base.py,66,20,29,25,0,30,12
ansible,lib.ansible.module_utils.facts.hardware.aix.py,241,148,24,158,24,24,35
ansible,lib.ansible.module_utils.facts.hardware.freebsd.py,204,129,21,138,13,22,32
ansible,lib.ansible.module_utils.facts.hardware.linux.py,742,497,60,542,14,59,126
ansible,lib.ansible.module_utils.facts.hardware.__init__.py,0,0,0,0,0,0,0
ansible,lib.ansible.module_utils.facts.hardware.openbsd.py,170,87,36,94,12,36,28
ansible,lib.ansible.module_utils.facts.hardware.hpux.py,165,112,19,112,12,19,22
ansible,lib.ansible.module_utils.facts.hardware.hurd.py,53,24,14,23,5,14,11
ansible,lib.ansible.module_utils.facts.hardware.darwin.py,100,56,14,55,10,16,21
ansible,lib.ansible.module_utils.facts.hardware.dragonfly.py,26,7,15,7,0,15,4
ansible,lib.ansible.module_utils.facts.hardware.netbsd.py,162,98,22,103,11,22,26
ansible,lib.ansible.module_utils.facts.hardware.sunos.py,273,155,49,161,7,49,56
ansible,lib.ansible.module_utils.facts.virtual.sysctl.py,68,44,16,44,0,16,8
ansible,lib.ansible.module_utils.facts.virtual.base.py,70,26,20,26,9,20,15
ansible,lib.ansible.module_utils.facts.virtual.freebsd.py,47,18,15,17,5,15,10
ansible,lib.ansible.module_utils.facts.virtual.linux.py,260,189,26,188,5,26,41
ansible,lib.ansible.module_utils.facts.virtual.__init__.py,0,0,0,0,0,0,0
ansible,lib.ansible.module_utils.facts.virtual.openbsd.py,64,29,17,28,5,17,14
ansible,lib.ansible.module_utils.facts.virtual.hpux.py,62,35,14,34,5,14,9
ansible,lib.ansible.module_utils.facts.virtual.dragonfly.py,25,6,15,6,0,15,4
ansible,lib.ansible.module_utils.facts.virtual.netbsd.py,50,23,15,23,0,15,12
ansible,lib.ansible.module_utils.facts.virtual.sunos.py,120,76,25,75,6,25,14
ansible,lib.ansible.module_utils.powershell.__init__.py,0,0,0,0,0,0,0
ansible,lib.ansible.module_utils.aws.core.py,297,134,23,142,70,23,62
ansible,lib.ansible.module_utils.aws.waf.py,196,81,28,131,3,29,34
ansible,lib.ansible.module_utils.aws.cloudfront_facts.py,234,183,25,178,3,24,28
ansible,lib.ansible.module_utils.aws.waiters.py,328,31,2,307,0,3,19
ansible,lib.ansible.module_utils.aws.__init__.py,0,0,0,0,0,0,0
ansible,lib.ansible.module_utils.aws.iam.py,46,27,5,29,6,6,6
ansible,lib.ansible.module_utils.aws.elb_utils.py,109,49,3,44,36,3,26
ansible,lib.ansible.module_utils.aws.urls.py,209,83,15,97,36,17,61
ansible,lib.ansible.module_utils.aws.direct_connect.py,84,32,27,43,3,27,11
ansible,lib.ansible.module_utils.aws.batch.py,97,34,29,33,18,30,17
ansible,lib.ansible.module_utils.aws.elbv2.py,764,443,36,428,131,36,169
ansible,lib.ansible.module_utils.aws.rds.py,229,170,7,191,0,7,31
ansible,lib.ansible.module_utils.common.collections.py,41,22,5,18,5,2,13
ansible,lib.ansible.module_utils.common.process.py,43,27,3,26,7,3,7
ansible,lib.ansible.module_utils.common.__init__.py,0,0,0,0,0,0,0
ansible,lib.ansible.module_utils.common.dict_transformations.py,123,76,7,71,18,7,27
ansible,lib.ansible.module_utils.common.file.py,133,76,5,71,33,6,24
ansible,lib.ansible.module_utils.common._collections_compat.py,31,9,4,18,5,2,4
ansible,lib.ansible.module_utils.common.removed.py,48,26,3,23,10,3,12
ansible,lib.ansible.galaxy.token.py,65,34,22,33,0,22,10
ansible,lib.ansible.galaxy.__init__.py,61,23,27,21,0,25,13
ansible,lib.ansible.galaxy.api.py,301,216,23,211,23,22,44
ansible,lib.ansible.galaxy.role.py,362,236,45,240,32,45,45
ansible,lib.ansible.galaxy.login.py,111,65,21,67,7,20,16
ansible,lib.ansible.modules.__init__.py,0,0,0,0,0,0,0
ansible,lib.ansible.modules.commands.script.py,80,6,2,70,0,2,8
ansible,lib.ansible.modules.commands.shell.py,176,7,5,153,0,5,18
ansible,lib.ansible.modules.commands.telnet.py,112,7,3,103,0,3,6
ansible,lib.ansible.modules.commands.expect.py,234,75,16,184,0,16,34
ansible,lib.ansible.modules.commands.raw.py,70,6,3,59,0,3,8
ansible,lib.ansible.modules.commands.__init__.py,0,0,0,0,0,0,0
ansible,lib.ansible.modules.commands.psexec.py,520,115,7,475,0,7,38
ansible,lib.ansible.modules.commands.command.py,286,89,15,231,0,16,40
ansible,lib.ansible.modules.net_tools.nsupdate.py,414,193,9,343,0,9,62
ansible,lib.ansible.modules.net_tools.dnsmadeeasy.py,713,214,40,563,0,45,110
ansible,lib.ansible.modules.net_tools.nmcli.py,1274,489,51,1097,11,55,115
ansible,lib.ansible.modules.net_tools.netcup_dns.py,262,66,5,220,0,5,37
ansible,lib.ansible.modules.net_tools.__init__.py,0,0,0,0,0,0,0
ansible,lib.ansible.modules.net_tools.ip_netns.py,147,67,25,97,0,17,25
ansible,lib.ansible.modules.net_tools.omapi_host.py,312,130,10,254,8,10,40
ansible,lib.ansible.modules.net_tools.snmp_facts.py,450,187,12,378,0,12,60
ansible,lib.ansible.modules.net_tools.haproxy.py,449,155,15,320,55,15,59
ansible,lib.ansible.modules.net_tools.lldp.py,85,39,4,62,0,4,19
ansible,lib.ansible.modules.net_tools.ipify_facts.py,112,32,5,86,0,5,21
ansible,lib.ansible.modules.net_tools.ipinfoio_facts.py,134,36,4,111,0,6,19
ansible,lib.ansible.modules.net_tools.cloudflare_dns.py,822,342,26,716,0,26,80
ansible,lib.ansible.modules.net_tools.dnsimple.py,329,143,13,280,0,13,36
ansible,lib.ansible.modules.net_tools.infinity.__init__.py,0,0,0,0,0,0,0
ansible,lib.ansible.modules.net_tools.infinity.infinity.py,573,252,34,457,41,34,41
ansible,lib.ansible.modules.net_tools.ldap.ldap_attr.py,287,90,14,224,0,12,49
ansible,lib.ansible.modules.net_tools.ldap.__init__.py,0,0,0,0,0,0,0
ansible,lib.ansible.modules.net_tools.ldap.ldap_passwd.py,147,56,9,109,0,9,29
ansible,lib.ansible.modules.net_tools.ldap.ldap_entry.py,249,91,19,182,0,16,48
ansible,lib.ansible.modules.net_tools.exoscale.__init__.py,0,0,0,0,0,0,0
ansible,lib.ansible.modules.net_tools.exoscale.exo_dns_record.py,344,87,5,300,0,5,39
ansible,lib.ansible.modules.net_tools.exoscale.exo_dns_domain.py,210,54,5,182,0,5,23
ansible,lib.ansible.modules.net_tools.nios.nios_a_record.py,149,23,3,122,2,3,22
ansible,lib.ansible.modules.net_tools.nios.nios_ptr_record.py,159,27,4,134,0,4,21
ansible,lib.ansible.modules.net_tools.nios.nios_aaaa_record.py,149,23,3,122,2,3,22
ansible,lib.ansible.modules.net_tools.nios.nios_network_view.py,132,22,3,111,2,3,16
ansible,lib.ansible.modules.net_tools.nios.nios_zone.py,228,23,3,204,2,3,19
ansible,lib.ansible.modules.net_tools.nios.__init__.py,0,0,0,0,0,0,0
ansible,lib.ansible.modules.net_tools.nios.nios_cname_record.py,149,23,3,122,2,3,22
ansible,lib.ansible.modules.net_tools.nios.nios_host_record.py,285,36,3,243,12,3,27
ansible,lib.ansible.modules.net_tools.nios.nios_naptr_record.py,191,22,3,164,2,3,22
ansible,lib.ansible.modules.net_tools.nios.nios_txt_record.py,133,22,3,110,2,3,18
ansible,lib.ansible.modules.net_tools.nios.nios_mx_record.py,157,23,3,130,2,3,22
ansible,lib.ansible.modules.net_tools.nios.nios_srv_record.py,171,23,3,144,2,3,22
ansible,lib.ansible.modules.net_tools.nios.nios_dns_view.py,144,22,3,122,2,3,17
ansible,lib.ansible.modules.net_tools.nios.nios_network.py,246,54,5,189,22,6,30
ansible,lib.ansible.modules.net_tools.basics.get_url.py,607,201,44,489,8,45,66
ansible,lib.ansible.modules.net_tools.basics.__init__.py,0,0,0,0,0,0,0
ansible,lib.ansible.modules.net_tools.basics.slurp.py,87,20,4,66,0,4,17
ansible,lib.ansible.modules.net_tools.basics.uri.py,597,225,42,482,3,42,70
ansible,lib.ansible.modules.network.__init__.py,0,0,0,0,0,0,0
ansible,lib.ansible.modules.network.junos.junos_interface.py,387,132,8,315,2,8,62
ansible,lib.ansible.modules.network.junos.junos_banner.py,177,51,5,137,2,5,33
ansible,lib.ansible.modules.network.junos.junos_l3_interface.py,201,64,6,157,2,6,36
ansible,lib.ansible.modules.network.junos.junos_lldp.py,195,63,5,149,2,5,39
ansible,lib.ansible.modules.network.junos.junos_vlan.py,237,73,7,185,2,7,43
ansible,lib.ansible.modules.network.junos.junos_netconf.py,201,89,5,152,2,5,42
ansible,lib.ansible.modules.network.junos.junos_user.py,348,155,9,278,2,9,59
ansible,lib.ansible.modules.network.junos.__init__.py,0,0,0,0,0,0,0
